appVersion,reviewId,content,score,at
4.6.4,0ccc6ffd-a680-4971-86a3-18fa57ca76d9,udah cukup bagus dengan sering minta update,4,2024-12-16 13:33:21
4.6.4,53f25dd3-61c2-45fa-a796-a4cfa9c8832f,Baik,3,2024-12-16 12:55:42
4.6.4,817d2bd5-a913-4cf1-8d1c-1e6d49faec81,bagi voucher lagi nanti aku kasih tambah bintang lagi,3,2024-12-16 12:37:35
4.6.4,817634cb-10bb-4683-bf0c-851bfbb4f2ba,membantu konsumen saat bertanya,5,2024-12-16 11:33:00
4.6.4,11b3ad8e-0837-46c2-bb52-099e8ad2d838,"Beli pertamax series di hari senin tiba-tiba jaringan ngadat, akhirnya diminta oleh petugas spbu bayar cash, jadi fungsi aplikasi ini apa? Di coba setiap senin hampir selalu seperti itu.",1,2024-12-16 11:31:47
4.6.4,7f18c125-9504-429f-8239-997142ebafe3,Aku lg mau dftr barcode...eh br bikin akun aja udh ga bs...malah balasanya maaf kesalahan teknis...aplikasi apaan ini...katanya mudah bikinya...malah d persulit iya...tlg bantu dong kelancarannya....,1,2024-12-16 11:27:52
4.6.4,f497ceac-a72d-4cbb-9c99-8db3cd4207cd,Saya dari tadi daftar gak bisa 2 Padahal sudah lengkap semua data datanya..👎,1,2024-12-16 09:15:35
4.6.4,763b438d-43fd-46de-b495-628b22411839,ok,5,2024-12-16 09:03:32
4.6.4,30371875-eb94-4f60-a168-5030ba539df4,Aplikasi KOOONTOOL INDONESIA BANYAK GAYA,1,2024-12-16 07:34:06
4.6.4,d23ab293-43d2-4db7-9bfb-7fdd65c5db24,"Susah daftarnya, sudah ngikutin petunjuk jawabanya ada kesalahan sistem! Aplikasi buat cari untung tambahan ini mah! KAMI BERHAK ISI PERTALITE TAPI SUSAH DAFTAR BARKOT, SEMENTARA SAYA ISI 5HELL LEBIH YAKIN YG INI DARI PETROMAX!",1,2024-12-16 07:29:54
4.6.4,559962fa-7cac-40fd-8a2c-e9bc3d207df6,good,5,2024-12-16 05:43:46
4.6.4,a1500b0c-5bf7-415c-bea9-50980080b66b,"Aplikasi suka eror,,,gimna mau daftar subsidi tepatt,,,tolong di perbaiki",1,2024-12-16 04:50:06
4.6.4,e8d8054d-7d5c-4739-896e-d6f74352dc66,"Eror aplikasinya, kok bisa nomor saya sudah terdaftar padahal belum saya daftarkan",1,2024-12-16 04:49:54
4.6.4,c2a118e7-0611-416a-8fed-5426056f975e,Najis bgt soso an pe aplikasi tapi tiap mau isi bnsin g bisa ke aplikasi eror terus. Tolol,1,2024-12-16 04:15:11
4.6.4,07e969a0-a7d6-4475-a029-af94ffc1fdd9,mudah tanpa harus bawa uang cast,5,2024-12-16 04:06:43
4.6.4,358979a9-700a-48a1-978f-504be9580108,"Sekelas BUMN bikin aplikasi yg benar saja tidak bisa. Carilah Pegawai yg kompeten dibidangnya. Buang buang anggaran saja. Dikritik bukanya bebenah, bikin kesel ini aplikasi, gagal memuat terus, kode otp lelet. Memalukan",1,2024-12-16 03:57:01
4.6.4,468e7a1e-b893-4e67-9ac1-87cdbbfc3a18,"Kalo belum siap apk ny gk usah dipaksa aturan kayak gini,data foto gak di acc,giliran mw diubah pas upload foto balik lagi ke login",3,2024-12-16 03:04:55
4.6.4,8e8a5e31-8ae0-4665-ad10-f1439753b5bb,Mantab tanpa ngantru panjang,5,2024-12-16 02:04:18
4.6.4,9d22030f-d950-4e4b-bcd9-e240811c21b5,"Bang punya saya permohonan nopolnya sudah di setujui, tapi setelah saya daftar ulang kok tetep keluar (nopol anda sudah terdaftar) tolong pihak my Pertamina lebih baik lagi dalam bekerja..saya sudah muak dengan hal ini .. tolong konfirmasinya. Saya sebagai rakyat Indonesia merasa kesulitan dengan kebijakan aneh ini.",1,2024-12-16 02:03:37
4.6.4,5ff33cdf-99e9-4e07-b2ad-f8a0c2abe8b8,"Masih perlu diperbaiki, Tidak bisa menggunakan E-voucher saat pembayaran bahan bakat pertamax, hari senin 2 desember 2024",1,2024-12-16 00:33:19
4.6.4,7b1391b5-3960-420e-bcf0-d9aa2ae162be,Susah banget,5,2024-12-16 00:22:15
4.6.4,216ace0f-394d-4e04-a859-8196f5c0af3e,"Saya masyarakat di daerah yg jauh dari SPBU dengan jalan keluar masuk kampung off-road, saat ini kami kesulitan pertalite, APA SOLUSI Dari PEMERINTAH ( Pertamina )UTK MASLAH KAMI INI, ??? apakah subsidi hanya utk rakyat yg di perkotaan dan dekat dengan SPBU, lalu kami yg jauh dari SPBU tak layak dapat subsidi, fasilitas jalan layak juga kami tak dapat, Apakah sudah menjadi rencana program pemerintah, bahw masyarakat perkampungan jauh dari kota dan SPBU Pakai bahan bakar non subsidi 🤦😇🤕",1,2024-12-16 00:03:05
4.6.4,fe3d7cef-681d-4efb-81ad-d2d18c314360,Bagus,5,2024-12-15 17:56:53
4.6.4,dffe73d0-ce36-413a-be48-20a565463adc,"Kenapa mau login no hp gak bisa , keterangan format yang dimasukkan salah",1,2024-12-15 17:08:24
4.6.4,35ace0b1-58a2-445d-9fe8-226158de7909,"Aplikasi ini tidak melindungi data , data bocor , 2 hari gak pakai kuota , tapi tiap hari kuota selalu habis terpakai , bagaimana tanggung jawab Pertamina ?",1,2024-12-15 16:37:49
4.6.4,9bf1a7a3-2686-477a-a569-581364d5b6ee,"gangguan server, belum siap aplikasi jgn launching, mahal nyusin warga",1,2024-12-15 15:51:28
4.6.4,e350989d-41d0-4343-9a5b-275ba6c06cb0,Bagus,5,2024-12-15 12:24:51
4.6.4,681977e1-a253-44ce-9cf6-a9460df1d299,Tolong diperbaiki sudah seminggu mengalami bug terus untuk meng-upload KTP susah sekali.,1,2024-12-15 12:22:23
4.6.4,fabdbd64-12da-4b6f-bcd5-84939f7d8dd3,Aplikasi marai setres haha,1,2024-12-15 11:55:48
4.6.4,c49155c2-29e1-46c2-8014-5acf5c51336c,ok,5,2024-12-15 11:43:40
4.6.4,4db9afa1-377d-452f-b567-67d7a9ad64ca,binatang. GOPAY KENAPA ILANG AH BINATANG LOE APK PEMERINTAH. TAU GITU GUA ISI SHELL,1,2024-12-15 11:32:08
4.6.4,0688ad19-ddec-412a-aeeb-0263dec2bfa6,Udah beberapa hari daftar kendaraan masih dgn status menunggu verifikasi,1,2024-12-15 10:42:33
4.6.4,7fed30a6-15aa-489f-999c-2de597697705,"Setelah foto mobil, aplikasi kembali ke pendaftaran.. tidak ada muncul kode QR atau dapat PIN claim utk kode QR, cek d email sudah terkonfirmasi.. mohon solusi ny.. Terima kasih sudah d balas min.. sudah bisa dengan petunjuk nya..",5,2024-12-15 10:38:55
4.6.4,4650725b-ea7e-4033-bf6c-e65ccdbd108f,Memuat ulang terus,1,2024-12-15 09:45:31
4.6.4,e6c0547a-a459-4ac1-8a59-dc9af5ec0ab4,"Hidup sudah susah malah makin dibuat ribet.. sebelumnya kalian katakan bbm kelewat murah, akhirnya kalian naikan berulang ulang, sesudah naik sesuai keinginan kalian malah dibuat ribet juga dgn barkot segala, saat mendaftar tak bisa bisa masuk juga..",1,2024-12-15 09:26:20
4.6.4,46577dd8-9f1c-4e92-8713-aecd965edfbd,Baru jga download mau daftar nomor telepon sudah terdaftar aduhh kacau ini mah....,1,2024-12-15 08:15:45
4.6.4,f759608d-629d-4239-9177-7c635c4403e7,"Gimana ini..? Upload KTP gagal, upload STNK juga gagal.. pdhl format udh bener.. sampai capek sendiri mau buat akunnya",1,2024-12-15 07:19:41
4.6.4,29d7f81f-6c86-4581-8457-8d1735f74a8c,"Sekarang foto STNK harus langsung, kasian saudara saya yang di luar kota mau di bikinin kode QR. Sudah tidak bisa ambil di GALERI APA PENYIMPANAN LAINNYA....!!!!",1,2024-12-15 05:52:54
4.6.4,1c12bd02-bcba-4366-9a5f-27756e5cfd3f,Good,5,2024-12-15 05:47:54
4.6.4,7d094c62-8d07-41b5-a23a-583945229d8d,"Sangat sulit sekali untuk pembuatan selalu gagal di bagian foto keluar"" sendiri sangat nggak jelas",1,2024-12-15 04:16:37
4.6.4,5c17baea-babc-4103-8d71-35c7a0761c79,Data udh benar knpa gbisa vrivikasi imail?,1,2024-12-15 04:07:20
4.6.4,bac910e3-c075-4db1-a8e3-167418695692,"Semakin kesini semakin ribet dan susah menggunakan aplikasi ini,,setiap login menggunakan otp mana pas digunakan selalu log out sendiri serta untuk proses upload stnk susahnya minta ampun karena tidak ada fitur upload dari galeri penyimpanan,,tolonglah dipermudah dan lebih disederhanakan lagi aplikasinya karena tidak semua orang bisa menggunakannya.",1,2024-12-15 03:50:10
4.6.4,284c4220-d6a6-4d15-b4cd-2f617ebd603a,"Aplikasi yang membingungkan,padahal sudah terdaftar 3 mobil sekarang malah gak bisa dibuka dengan catatan NIK ktp tidak terdaftar,tolong diperbaiki lagi",1,2024-12-15 03:35:41
4.6.4,fecf0c52-2a30-4306-8c6c-cfd7b7e8ed46,Parah ga bisa bikin barcode,1,2024-12-15 03:20:05
4.6.4,713215c0-cf90-4f1c-ba4e-b79f02931541,Menyusahkan,1,2024-12-15 03:03:59
4.6.4,42aa1799-5600-48cf-b7fa-60ac6e46feb3,Susah barcode nya,5,2024-12-15 02:27:06
4.6.4,f3497e03-6c2d-4db2-abf6-3f734039636b,"Saya mau daftar, namun sistemnya error terus. Tolong perbaiki. Terima kasih",1,2024-12-15 02:07:33
4.6.4,59b05feb-889f-4015-8918-5b1f25896576,"Aplikasi jelek. Menyulitkan proses pembayaran, khususnya bagi WNI lanjut usia 😇🙏🏻",1,2024-12-15 01:35:49
4.6.4,db556364-49cd-4802-91fc-a6512ac1ac03,wah mantap nih,5,2024-12-15 00:44:53
4.6.4,1c1634d3-f4df-490a-9c20-300fb609c3a3,Terimakasih,5,2024-12-14 23:45:18
4.6.4,d2e4506c-55cf-48e9-84d8-48efa0d3f1b1,Okej,5,2024-12-14 22:00:30
4.6.4,803fd268-20e9-403b-9aca-cbe5bc852ef6,apk yang sangat buruk tidak ada pemutakhiran dalam mempermudah pembuatan barcode,1,2024-12-14 20:11:11
4.6.4,1eb742b7-d470-4187-8730-5acb4e45e98b,good job,5,2024-12-14 19:51:54
4.6.4,8a4f0f04-bea6-4d4f-80dd-73c7bb27d3cc,"Tolonglah bug di perbaiki, masa iya masuk harus muat ulang mulu Mana OTP kadaluarsa cepet banget",4,2024-12-14 17:24:58
4.6.4,13b4de6c-e723-4fe6-a3dd-6f64a18a5685,BBM dgn harga paling murah ya hanya d Pertamina ..,5,2024-12-14 17:19:00
4.6.4,07759ce1-8245-45c9-9168-9f39699d5b9d,"banyak bug kocak, gimana mau isi bensin ini",1,2024-12-14 14:40:42
4.6.4,dc66a6ea-ae5d-4f01-9f72-14d956daa4e1,tolong diperbaiki lagi bug nya admin/developer pada aplikasi trdpt ada bug di saat pengisian PIN klaim QR kode karena sudah merasa benar yg dimasukan malah error.,3,2024-12-14 14:20:45
4.6.4,95b79f69-d873-40df-9303-d454be819bc6,ok,5,2024-12-14 14:07:45
4.6.4,1698a7c3-6b56-42a6-848c-b2e454e1e534,Ini gimana tinggal aplout foto ktp selalu gagal terus,1,2024-12-14 14:03:43
4.6.4,33335b1b-666d-4475-b9bc-8f397aa62728,"Verifikasi di tolak karna saya salah nulis isi silinder berbeda sama di stnk, tapi setelah mau di rubah kenapa tidak bisa Udah dm di email gak ada respon.",2,2024-12-14 13:39:21
4.6.4,6490b84e-8bf2-48eb-a588-a6b1e35ef161,Ribet,1,2024-12-14 12:40:11
4.6.4,75936d72-65f4-48aa-9256-760c2e2c3602,Foto STNK tidak bisa di upload lagi ...jadi mohon bantuan nya dong. ..kalau foto nya bisa di upload kan lebih bagus foto nya lebih kebaca di sistem,2,2024-12-14 11:33:07
4.6.4,c814d90c-44d0-43bb-8f4c-9aa6ddb84de7,masih mumet,5,2024-12-14 11:18:45
4.6.4,6a8ec1e5-edf8-40b8-b641-edf24d823e09,"Ribet penambahan unit nya, Cukup Foto Stnk dan Kendaraan cukup harusnya, Diulang beberapa kali gagal terus........ Wes karepmu lah",1,2024-12-14 07:21:04
4.6.4,bfb08451-7a13-4810-b4de-9d6a3a7ba382,Gabis bisa daftar upload foto nya,3,2024-12-14 05:45:51
4.6.4,b13b37e3-e6a3-45ad-851a-fa7a588a162b,bagus,5,2024-12-14 05:29:52
4.6.4,4960391a-3b9b-436f-831f-6ef918db5188,Baru buat akun dan perlu barcode,5,2024-12-14 05:13:09
4.6.4,55c05310-3a6e-4b54-ab23-dcf8c6b931f7,Aplikasi paling ngeselin buat ngelengkapi data diri susah bgt Klik ambil foto g bersungsi sama sekali tolong di perbaiki dengan sesegera mungkin agar bisa di gunakan sebagai mana mestinya,1,2024-12-14 05:01:23
4.6.4,6e2e5483-da5e-4f7d-ba1e-2353be71b51d,mantap jiwa,5,2024-12-14 04:59:31
4.6.4,22e2cf74-360d-4689-acac-42fd0446c0a0,Mantap,5,2024-12-14 04:30:34
4.6.4,3731c951-2a1b-4d19-9568-9c1e3d4a58e9,Seharusnya kalo blum siap jgn bikin sistem yg aneh-aneh.saya daftar GK bisa.terjadi kesalahan pada sistem coba beberapa saat lagi.katnya haduhhh,1,2024-12-14 03:39:04
4.6.4,2d31c31f-b9fe-461d-aa71-7bdad6211ffc,sudah buat sandi tapi sandi lemah sandi lemah gimana mau daftar,1,2024-12-14 03:23:34
4.6.4,744d292a-c47e-420a-b961-34f32b704150,"Pelayanan ramah tapi masih kurang cepat pengirimannya belum tahu sampai dimana katanya sudah diproses, video call 135 tolong diperbaiki masa harus nunggu antrian panjang kita perlu makanya menghubungi, satu lagi jika panggilan ke Call Center 135 banyak makan pulsa ini sangat memberatkan kami, bensin mobil keburu mengering BBM pesanan belum juga ada kabarnya duh!",3,2024-12-14 02:50:03
4.6.4,b06da3be-e034-41fd-b804-e428efc81477,Bobok...,1,2024-12-14 02:30:31
4.6.4,d734b08d-b519-4a6d-927a-f48114e943f6,gangguan gak bisa bayar,1,2024-12-14 01:55:30
4.6.4,69b367ed-0d53-4f69-b0d8-69fecb63a3b9,okeee,5,2024-12-14 01:52:22
4.6.4,543a1db4-5959-43fe-a073-d8387c306b79,mantap pelayanan prioritas,5,2024-12-14 00:22:17
4.6.4,45a2b15f-956e-499c-80e2-a356aed43648,"Tidak bisa klik tombol daftar,",1,2024-12-14 00:04:22
4.6.4,19edce3d-a640-4304-ba5d-64364f7479ce,Joss tenan ....Maju terus My Pertamina,5,2024-12-13 23:54:31
4.6.4,12caca67-66ef-4052-8c07-1ded8661716f,sangat simple,5,2024-12-13 23:10:41
4.6.4,3b7fe4c5-c16f-4941-981b-cce3e824dfd2,Ok,5,2024-12-13 21:05:13
4.6.4,9f355b51-6b99-472e-9658-fcbdd6d27522,mantap,5,2024-12-13 18:04:01
4.6.4,a708be60-cd2a-4048-b952-e3e9408e4640,"Saya mau bikin QR code tapi kok susah banget,data sudah input tapi kok seperti nggak ada respon,kalau memang bisa mudah kenapa harus dibuat sulit......🤦",4,2024-12-13 17:55:29
4.6.4,d93fa660-bd9d-412c-9ceb-866265d0ef92,"Ini aplikasi gak berguna dan mempersulit, registrasi subsidi BBM untuk kendaraan gagal terus. Mudahan jadi perhatian oleh pak presiden",1,2024-12-13 16:10:47
4.6.4,f0f03846-aa5f-46bc-a5fe-7563c1cd711d,Jos,5,2024-12-13 15:05:37
4.6.4,cf2fae5d-5c38-4ecf-913f-6c3eea24a886,Selalu mulai dari awal setelah menagambil foto untuk pendaftaran,1,2024-12-13 14:58:05
4.6.4,d69e60f9-388b-4d6c-9b74-5832ec28b4f7,Makin kesini App nya makin gajelas,1,2024-12-13 13:55:52
4.6.4,7e42005f-0602-4d4a-93b6-48119bc20fc2,tidak bisa upload foto stnk?,1,2024-12-13 12:44:11
4.6.4,582ce726-d409-4d5d-8fe4-cee8efb18cd1,sudah 3 ktp yg saya masukin. semua tidah bisa masuk. no ktp dan sandi anda tidak bener. merepotkan rakyat,1,2024-12-13 11:57:18
4.6.4,c4660751-3ed0-47d4-ad95-c2d564b365fe,baik,5,2024-12-13 07:17:01
4.6.4,5db2834c-9a46-43ec-87e8-11d122f28c02,"Ketika memasukan foto STNK harus di foto langsung, opsi pilih foto di galeri di hapuskan, sangat mempersulit",1,2024-12-13 07:04:31
4.6.4,fe22454b-d249-4db2-8ce1-bc528c233fa5,Kalau buat apk itu yang bener. Biar keliatan profesional... Kalau memang gk bisa ya dibuatkan agen jangan buat sendiri atau tender orang dalam. Aplikasi kok ribet banget...,1,2024-12-13 07:02:36
4.6.4,9e4c9cad-4569-456e-b230-e025e1cd618a,Ngga bisa klik Daftar tolol,1,2024-12-13 06:25:45
4.6.4,37b9d7c7-fdb4-440c-84ca-711a98186df5,sangat membantu di saat gak pegang uang tunai,5,2024-12-13 06:16:15
4.6.4,47740cc6-6f55-48ca-9bdd-fa06db0c81b2,"Nomor rangka tidak bisa di input. Kalau diinput huruf, baru 4 digit huruf langsung terhapus sendiri.",1,2024-12-13 05:55:23
4.6.4,995f8d0c-ecd4-4a21-9d25-ef4d4da2e2b0,mantap,5,2024-12-13 03:12:58
4.6.4,f70281ca-df8d-44ff-9c8e-421ae5dc3113,"Ya ampun begini amat ya daftar subsidi Gagal mulu, ini klik ambil foto knpa ga muncul muncul kamera. Ini yg ga bisa hp sy atau aplikasi nya sih.....",1,2024-12-13 02:29:41
4.6.4,09f69642-0c83-4346-8d70-01f12573e5cf,Simple,5,2024-12-13 02:11:57
4.6.4,0565274e-87d5-42f1-8b55-b6cc4c301545,"Produk bumn suka aneh memang, kode OTP lama banget dikirim mau inout datanya susah minta ampun ,budget bikin app nya gede tpi luar biasa jelek app nya",1,2024-12-13 01:31:48
4.6.4,6208536e-300f-418a-a59c-a6f54dda32e8,"Ribet asli Ribet banget Mau dapet barcote ribet banger,ga bisa ap di permudah lagi,kasi bintang 2 Dulu",2,2024-12-12 23:52:24
4.6.4,ff19d858-af8c-4add-9fc3-9a1ec4de5303,Semudah itu. Mantap my Pertamina,5,2024-12-12 22:25:28
4.6.4,ef24d629-5398-4558-b0ce-c02385775793,Keren,5,2024-12-12 22:20:03
4.6.4,3d3a1394-29c7-481c-881a-b0be6d143db5,"banyak yg tidak menerima pembayaran voucher mypertamina untuk pengisian sepeda motor di spbu pertamina dengan alasan hanya untuk roda empat lah atau tidak menerima pembayaran voucher tpi di apk nya mengumumkan kalo spbu itu sudah support mypertamina,sulit menemukan pengisian yg bisa menerima pembayaran via aplikasi my pertamina. semoga kedepannya bisa di perbaiki lebih lanjut sistem pembayarannya.",3,2024-12-12 17:13:03
4.6.4,8379cc88-9173-44ff-9670-1bc0c247ba3c,"Aplikasi tolol , gmna mau maaju apa apa di persulit,, .nungggu 14 hr kerja ,klamaan , ngapainn aja. Kerja. Nnya,,",1,2024-12-12 15:53:52
4.6.4,2a2c0e7f-1a89-4ad3-aa37-4caf8dd5eb15,Bagus,5,2024-12-12 15:03:41
4.6.4,736d30d2-7c4c-45cb-a2aa-fcae62effe7c,"Mohon maaf, tapi aplikasinya tidak sesuai ekspektasi,,, banyak kendala dlm input data hanya demi sebuah ""Barcode""",1,2024-12-12 14:07:37
4.6.4,c84cbb00-c2ba-4f5e-817a-90ab1393ab5f,"Ini mau daftar gabisa terus. Ada keterangan ""halaman tidak dapat dimuat"", udh 3 hari bikin masih aja disuruh berkala, aplikasi tolol, klo ngga niat gausah aneh2 pake segala bikin barcode",1,2024-12-12 13:42:23
4.6.4,de4a2055-4845-46c2-9f8e-ccb665b9584c,Tolong aplikasinya itu masih error masa pendaftaran kendaraan kok tidak sesuai padahal di BPKB tulisannya roda 4,1,2024-12-12 12:49:11
4.6.4,efcaaf24-0ec3-4ccd-ab76-86719a2892e4,Guhuu,5,2024-12-12 12:27:01
4.6.4,b15219b1-ced4-4a85-8d7b-21cc9170d9ca,"apa sih mau kirim data malah terjadi kesalahan sistem mulu, benerin dulu apk nya ego baru di wajibin buat masyarakat",1,2024-12-12 11:52:20
4.6.4,8aff7eb7-bb75-4cc3-b7f1-c9d4dbc92e64,bagus,5,2024-12-12 11:45:47
4.6.4,3dfb85fb-5dfb-4d8d-a6db-36b48451065b,"Sdg proses upload foto ktp, stnk dan mobil, stlh selesai malah minta diulang dr awal lagi. Semua kolom yg sblmnya sdh diisi kosong lagi. Berkali2 spt itu. Usaha terakhir 2024 tetap balik ke awal2. Aplikasi mempersulit pelayanan",1,2024-12-12 11:27:30
4.6.4,3fa8d98d-db01-4352-b0da-b34056a004f5,puas,5,2024-12-12 10:06:14
4.6.4,a2ea09fd-1101-4819-9ba6-9e7831dd49f2,oke,4,2024-12-12 10:04:34
4.6.4,388d984e-8ed8-4a3f-af18-eb13bc6b4631,Sering ganguan,5,2024-12-12 09:11:19
4.6.4,a2bb1fd3-4286-488a-b64f-3ddafebec1da,Mantap,5,2024-12-12 08:18:44
4.6.4,3c22de81-594f-4511-9041-91fdde0d3995,Oke,5,2024-12-12 06:17:01
4.6.4,6cfa0449-2ac0-4f06-a247-3bb39509e960,mudah di gunakan,5,2024-12-12 06:14:56
4.6.4,f272479a-edd0-47fa-ab59-f19d4ec164b9,Ok,5,2024-12-12 05:01:38
4.6.4,058237c7-228a-4817-af9b-ef8938eb7000,"Sya sdh daftar agustus lalu, pas sdh d pom mau beli pertalite ternyata barcode nya ga bisa d gunakan, ktany sruh update, stlh update malah ga ada barcode ny. alhasil ga boleh beli pertalite, dan d suruh daftr lagi mulai awal, udah dpt barcode yg baru, tg7 des, eh sekarang tgl 12 des sya cek d aplikasi ilang lagi barcode ny....aplikasi apa sih ini mempersulit rakyat...",1,2024-12-12 05:00:13
4.6.4,fb86b1c9-8844-408a-8e7b-d51a49ed346e,Upload STNK mohon bisa lewat galeri seperti sebelum updatenya terbaru...,5,2024-12-12 04:57:03
4.6.4,eea52353-2259-4016-8982-87dc092c88b1,aplikasi gajelasssss blasss mending ke pom bensin Shell gaguna subsidi kamprettt masak dibilang nopol berbeda pdhl baru kmren ngurus pajak matalu sowek gajelas bangetttt. verifikasi ditolak terus alasan nopol gak sesuai,1,2024-12-12 04:16:42
4.6.4,226770ae-27bb-4492-bccb-cc0e6231e1a7,"Histori transaksi tidak muncul di aplikasi,tolong diperbaiki min.Kuota pertalite saya kadang sudah habis padahal belum isi BBM sama sekali",2,2024-12-12 04:14:32
4.6.4,d5004da8-5caf-4210-9765-56f1183ac5fd,"Tolong tambahin fitur pilih foto pada saat memasukkan foto STNK sama seperti saat memasukkan foto kendaraan agar supaya foto STNK diedit terlebih dahulu agar jelas karena STNK ada hologramnya yg membuat foto STNK tidak terlihat semua hurufnya, kalau difoto langsung tidak semua hp cameranya jelas. Kalau membuat aplikasi tolong pastikan penggunanya tidak repot seperti ini.",3,2024-12-12 03:38:14
4.6.4,9ad215bc-61bb-4ca5-92e9-b75ad892ba20,susah banget mo daftar barcode subsudi tepat,3,2024-12-12 03:18:11
4.6.4,c884ba41-d5bd-4051-beb5-31f9e70f2b8a,"Unit saya sudah di daftarkan oleh orang lain, entah siapa. Ketika saya daftarkan dan klaim ambil alih sudah dua kali permohonana selalu ditolak, padahal unit, stnk, bpkb ada di saya. Dan nyata saya pegang. Bagaimana solusinya???",4,2024-12-12 02:49:21
4.6.4,fff76d37-6544-4988-897d-a6741a0cf6f7,Tolong diperbaiki untuk penambahan kartu kredit Dana terpotong tapi tidak konek,5,2024-12-12 02:39:28
4.6.4,57076616-e692-4134-8925-21e567c86aa7,bagus,5,2024-12-12 01:41:41
4.6.4,db9b0a28-961d-4a48-a425-dae2bdd08d63,keren..enak mudah,5,2024-12-12 01:14:06
4.6.4,55f82b16-2cf2-4119-ae60-f1858c591557,"Gagal login berbulan bulan, keterangan ""Format yang di masukan salah"", parahal nomor sudah benar, coba registrasi ulang di deteksi nomor sudah registrasi, tolong di perbaiki",1,2024-12-12 00:55:04
4.6.4,596f6263-a117-40d9-813f-6a743dc86a4d,Kenapa scan barcode ga bisa ditampilkan di aplikasinya Ja di tiap user sih?,2,2024-12-11 22:16:21
4.6.4,5e6dbbfa-d8c3-4f72-88de-074824b6f68d,"kekurangan aplikasi yang di buat pemerintah adalah keseriusan. lihat aplikasi buatan swasta seperti Alfamart, Indomaret, mereka menyediakan scan barcode walaupun isi secara tunai supaya tetap mendapatkan poin, mereka menyediakan alat scanner untuk menghindari konsumen sulit menyeken barcode mereka saat pembayaran, penukaran poin coba bisa untuk memotong pembayar bukan hanya tukar produk pertamina yang di cek stok habis terus.",1,2024-12-11 22:11:36
4.6.4,f9b96d07-cf00-4428-a320-4b449316790c,Pengen tau aja siapa programmernya. Isinya bug semua. Nggak ada guna,1,2024-12-11 17:23:53
4.6.4,e353aee1-4228-4866-925c-3acc02f3bf18,"Kendalanya cuma 1 saat AMBIL KODE QR ribetnya ampun-ampunan ( bulat beulit ). Antrean panjang di SPBU kode blm keluar, malah verifikasi, input data ulang. Saat giliran diisi bbm kode blm keluar juga, jd gimana ya kita dipancing ngutak-atik hp pdhl lagi di area SPBU lhoo... halo... Klo sblm brgkt sih munding, tp klo darurat/lagi buru2 otw jarak jauh ya.. diusahakan mojok dlu bawah pohon, utak atik QR CODE biar aman. Soalnya apk ini seneng adu adrenalin, ngantuk kaga jengkel iya, sabar dek ya !!",3,2024-12-11 16:45:27
4.6.4,1918e300-bac2-453a-ad0b-51be27f385df,"alay bener aplikasinya udah sering kali masuk minta otp gagal terus gantian berhasil mau kirim foto stnk sama mobil relog mulu aplikasi nya, mending kaga usah ribetin rakyat inget menyusahkan orang ga membuat kalian keren bosku",2,2024-12-11 16:05:23
4.6.4,b123af95-d66a-4a61-9d88-9275d6bd48b7,Masih belum bisa digunakan,4,2024-12-11 14:42:11
4.6.4,90fe4411-6bed-4dcf-bb54-96f331671f5c,"mau upload KTP tapi keluar terus dari aplikasi nya, perbaiki lah min",1,2024-12-11 14:07:58
4.6.4,b1812452-4a89-4b51-8ba1-0b05ea8813ee,Oke Good,5,2024-12-11 13:56:44
4.6.4,79bd0572-a60e-4cfb-b490-da78fc03ac1f,"Setelah seminggu utak Atik gagal terus,akhirnya bisa juga",5,2024-12-11 13:46:31
4.6.4,1e9f0fa8-54a2-4a94-b6bb-5d2d049c970c,"mantap, tingkatkan lagi fitur2nya",5,2024-12-11 13:43:04
4.6.4,da45b866-1b7f-4f03-aec4-340007936b9c,Sangat membantu,5,2024-12-11 13:42:19
4.6.4,e86421ce-e1d5-463e-96b5-4c52f511c54f,Semenjak diperbarui kenapa muter mulu sih buat buka subsidi tepatnya .. aneh banget,1,2024-12-11 13:24:36
4.6.4,00cc889a-7e3a-4067-bfed-3e44d99451dc,Sekelas aplikasi pemerintah aja banyak minesnya baguslah pertahankan aplikasinya 👍,1,2024-12-11 12:37:28
4.6.4,b6acad37-4616-4bca-b843-f64ffa3105c3,Mantap,5,2024-12-11 12:36:32
4.6.4,4e6a498f-fc5f-40c7-85cc-2c55c2174529,"aplikasi ny errror , kenapa gk bisa mendaftar !!!!!!!",1,2024-12-11 11:56:37
4.6.4,c6fc29b7-2121-41d5-8d9c-e918b1b59b15,"Update terus, malah tambah rusak, Udah ngantri minyak lama. Gagal bayar, Mode pembayaran susah terhubung, Disini status terhubung ,d apk pembayaran tidak terhubung,gara gara update terus Padahal Dulu udah pernah terhubung.",1,2024-12-11 11:25:20
4.6.4,cb5f76ed-4329-4f4b-8666-4e1cddbee2d9,"Banyak bug dan kendala saat mendaftar di aplikasi data nya tiba tiba hilang gak ke save dengan baik dan akhirnya ngulang sampai beberapa kali,aplikasinya tolong di perbaiki jangan ada bug lagi karena mempersulit saat registrasi dan banyak erornya!",1,2024-12-11 11:19:45
4.6.4,760ba0ad-2300-473a-8dc0-7cf2aabe0de8,oke baik,5,2024-12-11 10:27:22
4.6.4,d7b4ffb6-456f-407a-aee5-576d4fc135c9,my pertamina asu dftr aj dipersulit,1,2024-12-11 09:49:22
